,PC1,PC2,PC3,class
0,10.505949974060059,-0.3091587722301483,-20.766429901123047,0.0
1,-10.771916389465332,-17.579967498779297,4.394176483154297,0.0
2,31.458078384399414,-14.486271858215332,13.961655616760254,0.0
3,3.4129509925842285,-11.5327730178833,-19.124488830566406,0.0
4,0.6295813322067261,32.92874526977539,8.49975872039795,0.0
5,31.72410774230957,-12.242472648620605,15.602995872497559,0.0
6,27.945817947387695,-7.513038158416748,16.901689529418945,0.0
7,2.0538227558135986,22.237102508544922,-0.8613000512123108,0.0
8,44.70969772338867,1.4586050510406494,-7.227761745452881,0.0
9,37.30662155151367,7.4728217124938965,29.816335678100586,0.0
10,-0.019207749515771866,-15.486615180969238,-2.6796152591705322,0.0
11,31.065675735473633,-11.11889362335205,17.094013214111328,0.0
12,-5.53623628616333,-16.252260208129883,-25.931644439697266,0.0
13,-9.204837799072266,2.9899773597717285,19.421642303466797,0.0
14,7.230588912963867,1.6267383098602295,8.765796661376953,0.0
15,32.26974105834961,2.72731876373291,26.860506057739258,0.0
16,-11.826786041259766,3.8618240356445312,-11.061334609985352,0.0
17,4.998117923736572,36.22666931152344,12.748233795166016,0.0
18,-25.46430778503418,-16.130727767944336,9.572672843933105,0.0
19,1.5464799404144287,-12.050325393676758,0.5217370986938477,0.0
20,3.4620232582092285,-6.08849573135376,-21.348146438598633,0.0
21,36.712669372558594,7.799237251281738,-21.65097999572754,0.0
22,-6.2211151123046875,12.928705215454102,-5.186174392700195,0.0
23,1.1938921213150024,4.677879810333252,-16.17884635925293,0.0
24,-13.654618263244629,-0.6311002969741821,-6.461009502410889,0.0
25,15.374738693237305,10.405470848083496,12.476434707641602,0.0
26,-3.686053514480591,94.2956771850586,-34.94074630737305,0.0
27,-27.72358512878418,1.183804988861084,24.333263397216797,0.0
28,-1.7927298545837402,8.599709510803223,-4.513870716094971,0.0
29,-13.181231498718262,-10.218523025512695,12.164793968200684,0.0
30,37.90523910522461,-1.2988255023956299,23.049837112426758,0.0
31,-12.976439476013184,-22.957260131835938,-1.5873137712478638,0.0
32,1.4028781652450562,-3.4185667037963867,-22.624113082885742,0.0
33,-23.075471878051758,4.604856491088867,25.489421844482422,0.0
34,-13.472160339355469,-12.70083236694336,10.892136573791504,0.0
35,0.10511525720357895,10.014686584472656,-4.149378776550293,0.0
36,14.994730949401855,8.297591209411621,-17.3765869140625,0.0
37,-18.96518898010254,2.125354051589966,7.102506637573242,0.0
38,-15.190234184265137,-0.8925809264183044,-0.29038766026496887,0.0
39,8.349803924560547,-22.02630615234375,-8.175724029541016,0.0
40,3.4307918548583984,20.843734741210938,1.4806369543075562,0.0
41,-9.024016380310059,7.82723331451416,23.139293670654297,0.0
42,0.7804768085479736,-5.228247165679932,-13.48803424835205,0.0
43,0.7225748300552368,5.702380657196045,-7.2130327224731445,0.0
44,1.9043999910354614,3.1072816848754883,-14.287978172302246,0.0
45,0.3320726156234741,-2.9620471000671387,-17.760955810546875,0.0
46,-0.14597146213054657,-14.816133499145508,-3.697005033493042,0.0
47,-12.721967697143555,-21.98233985900879,-1.6017987728118896,0.0
48,-13.393867492675781,-4.864521026611328,8.878096580505371,0.0
49,2.0844011306762695,-1.5811944007873535,-19.168455123901367,0.0
50,1.802330493927002,-14.107412338256836,-25.911439895629883,0.0
51,31.210254669189453,2.4079885482788086,-1.9061945676803589,0.0
52,1.1813437938690186,12.340594291687012,19.46876335144043,0.0
53,31.579729080200195,-8.62881851196289,17.814706802368164,0.0
54,4.008690357208252,2.629695415496826,-15.522220611572266,0.0
55,5.195085525512695,15.816059112548828,-4.858036518096924,0.0
56,-1.6332136392593384,-2.026329278945923,-8.290316581726074,0.0
57,-0.9683564901351929,-10.223361015319824,1.2109609842300415,0.0
58,-5.468229293823242,5.734019756317139,20.344520568847656,0.0
59,28.18996238708496,-16.70513153076172,11.023306846618652,0.0
60,11.836143493652344,5.95267915725708,-13.037473678588867,0.0
61,23.237773895263672,-10.965097427368164,-31.10067367553711,0.0
62,1.7747360467910767,14.138945579528809,-4.108124256134033,0.0
63,-23.25986099243164,0.1068531945347786,-5.812222003936768,0.0
64,-13.45451545715332,2.3967974185943604,-4.871556758880615,0.0
