,PC1,PC2,PC3,class
0,-4.461932182312012,8.91702651977539,-11.81299114227295,0.0
1,-1.6179819107055664,-2.9251909255981445,-16.282180786132812,0.0
2,20.74811363220215,18.961349487304688,-17.295148849487305,0.0
3,0.9432465434074402,-1.0165740251541138,13.308980941772461,0.0
4,-4.132225513458252,10.3870267868042,-12.034000396728516,0.0
5,-25.486541748046875,8.562928199768066,-7.473457336425781,0.0
6,21.38907241821289,-8.901643753051758,20.160493850708008,0.0
7,-1.3875919580459595,32.48406219482422,-5.509515285491943,0.0
8,5.8540849685668945,23.23380470275879,23.41317367553711,0.0
9,-36.13499450683594,19.148643493652344,2.532541513442993,0.0
10,40.16947937011719,24.25070571899414,27.717697143554688,0.0
11,-3.147172451019287,-0.35980936884880066,-14.551803588867188,0.0
12,-4.517153263092041,25.32253074645996,-7.666545867919922,0.0
13,26.78557777404785,-14.958330154418945,-2.3976142406463623,0.0
14,-7.708053112030029,-14.420671463012695,12.977816581726074,0.0
15,-5.321631908416748,44.239803314208984,-0.7953283190727234,0.0
16,3.3011364936828613,9.189058303833008,-18.78803825378418,0.0
17,-4.568942546844482,25.648508071899414,-7.369138717651367,0.0
18,-16.16390037536621,-6.75753927230835,-11.227397918701172,0.0
19,-1.2886505126953125,-10.426497459411621,-18.56692886352539,0.0
20,-21.457735061645508,-1.0609242916107178,-7.33799934387207,0.0
21,16.055036544799805,16.515640258789062,22.46060562133789,0.0
22,14.469097137451172,29.073780059814453,-17.74215316772461,0.0
23,-21.490808486938477,-23.41958999633789,18.36798667907715,0.0
24,36.3268928527832,-17.888765335083008,10.161771774291992,0.0
25,-2.163382053375244,1.3965766429901123,-13.985844612121582,0.0
26,-57.50762939453125,-26.992034912109375,23.013893127441406,0.0
27,-16.260385513305664,12.305215835571289,-6.931052207946777,0.0
28,-11.945300102233887,27.582727432250977,39.35970687866211,0.0
29,-8.214396476745605,-10.245256423950195,17.952245712280273,0.0
30,-54.77674865722656,6.326958656311035,-2.2999744415283203,0.0
31,0.5791425704956055,-1.7328894138336182,13.583301544189453,0.0
32,35.515724182128906,-30.837749481201172,1.815725326538086,0.0
33,36.879371643066406,-12.518379211425781,12.44843864440918,0.0
34,1.0495202541351318,-24.763410568237305,1.8613042831420898,0.0
35,34.983760833740234,-22.57324981689453,8.441829681396484,0.0
36,-3.5175819396972656,3.2270398139953613,-20.76495361328125,0.0
37,47.85456466674805,-22.566577911376953,1.7603799104690552,0.0
38,-2.166896104812622,45.547149658203125,-0.2785789668560028,0.0
39,-9.856547355651855,-4.8965678215026855,23.415828704833984,0.0
40,-10.14037799835205,-15.144968032836914,17.717060089111328,0.0
41,-7.191496849060059,2.737546920776367,-13.045652389526367,0.0
42,-0.16489320993423462,-7.686277389526367,-15.980037689208984,0.0
43,-4.842194080352783,4.3469624519348145,-12.851366996765137,0.0
44,-4.695838451385498,14.726801872253418,-11.172540664672852,0.0
45,4.639781475067139,-23.100135803222656,-27.278152465820312,0.0
46,13.346663475036621,6.447924613952637,-19.183149337768555,0.0
47,-5.691775321960449,12.648624420166016,26.33864402770996,0.0
48,17.21067237854004,-20.942726135253906,-2.4123928546905518,0.0
49,-1.2623069286346436,-9.670207023620605,-15.465104103088379,0.0
50,32.30964660644531,-11.685823440551758,9.359004020690918,0.0
51,-15.72340202331543,-6.565545082092285,-11.130762100219727,0.0
52,-13.302549362182617,-11.211416244506836,-12.85239028930664,0.0
53,7.421104907989502,-15.880062103271484,8.892045974731445,0.0
54,-45.54002380371094,3.196209669113159,-0.8294666409492493,0.0
55,-6.506741523742676,7.571930885314941,-10.298262596130371,0.0
56,-4.247431755065918,3.2806882858276367,-12.107900619506836,0.0
57,0.330835223197937,23.27316665649414,29.682592391967773,0.0
58,1.6929975748062134,-13.850914001464844,-16.63884925842285,0.0
59,-12.326508522033691,2.7043635845184326,23.86280632019043,0.0
60,-1.6699594259262085,-0.513244092464447,-15.68323802947998,0.0
61,-14.613395690917969,-8.026239395141602,-11.580467224121094,0.0
62,-5.545955181121826,2.9013304710388184,-14.320324897766113,0.0
63,-16.420188903808594,5.137262344360352,-9.040525436401367,0.0
64,-16.871337890625,-19.8748836517334,16.654451370239258,0.0
65,-30.68852996826172,12.745946884155273,-1.8522264957427979,0.0
66,-6.480560302734375,-12.460742950439453,15.968981742858887,0.0
67,-1.821355938911438,34.83491516113281,-7.82414436340332,0.0
68,-6.3863525390625,-18.056316375732422,12.746794700622559,0.0
69,-12.321430206298828,-2.430262565612793,22.98880386352539,0.0
70,-6.320115089416504,12.809803009033203,29.59893226623535,0.0
71,20.069093704223633,-3.094515800476074,6.638780117034912,0.0
72,14.219913482666016,-3.6693992614746094,-21.32878303527832,0.0
73,0.972144603729248,-1.2841309309005737,-20.280662536621094,0.0
74,4.55271053314209,13.836573600769043,-16.855318069458008,0.0
75,-32.50383377075195,7.940468788146973,-4.2142438888549805,0.0
76,2.4238014221191406,-19.379703521728516,-24.682540893554688,0.0
77,22.078845977783203,-10.94532299041748,20.076740264892578,0.0
78,3.3504655361175537,-24.107065200805664,-25.87282943725586,0.0
79,-10.56859016418457,-14.509159088134766,19.19295310974121,0.0
80,23.530057907104492,-24.262662887573242,-2.990025520324707,0.0
81,-35.34517288208008,2.058380603790283,0.6258998513221741,0.0
82,-3.468170642852783,21.83962631225586,26.43874168395996,0.0
83,2.3656249046325684,-30.164165496826172,-27.209861755371094,0.0
84,2.483478546142578,26.883821487426758,-13.082530975341797,0.0
85,-3.995701789855957,22.812044143676758,-5.896825790405273,0.0
86,11.609283447265625,22.71441078186035,-18.28122901916504,0.0
87,-12.45893383026123,23.80109214782715,-9.209677696228027,0.0
88,-2.163382053375244,1.3965766429901123,-13.985844612121582,0.0
89,57.68509292602539,-8.014594078063965,1.3335760831832886,0.0
90,1.499946117401123,-9.450879096984863,-17.71556854248047,0.0
91,-6.995188236236572,-35.70805358886719,3.7536823749542236,0.0
92,-9.42879581451416,12.04177188873291,-9.560552597045898,0.0
93,-21.415693283081055,0.17316752672195435,-7.9447503089904785,0.0
94,47.39058303833008,-9.586287498474121,10.04882526397705,0.0
95,5.003450393676758,-14.429000854492188,-24.213481903076172,0.0
96,-15.815553665161133,-1.5952171087265015,-15.70441722869873,0.0
97,50.828487396240234,13.077096939086914,19.252792358398438,0.0
98,40.446144104003906,68.3504638671875,36.952518463134766,0.0
99,5.350387096405029,5.996464729309082,18.416683197021484,0.0
100,-15.1249418258667,36.12686538696289,0.2591552436351776,0.0
101,-0.7238600850105286,-13.884055137634277,-15.772636413574219,0.0
102,2.011409044265747,-11.064236640930176,-22.482114791870117,0.0
103,-3.055814266204834,-4.170915603637695,-15.607996940612793,0.0
104,1.3647733926773071,-5.3996124267578125,13.421533584594727,0.0
105,-3.9774510860443115,1.6354849338531494,-12.946072578430176,0.0
106,2.118812322616577,-11.98083209991455,-20.937355041503906,0.0
107,-33.57756423950195,-6.030348777770996,-3.2381539344787598,0.0
108,-1.9418469667434692,-21.393310546875,-18.204849243164062,0.0
109,19.190113067626953,18.203018188476562,14.451471328735352,0.0
110,-12.125465393066406,-25.450380325317383,10.63062858581543,0.0
111,-13.434365272521973,29.58563232421875,-0.9635380506515503,0.0
112,42.509544372558594,-2.1897692680358887,11.55496597290039,0.0
113,-21.49690055847168,-14.498034477233887,-10.451850891113281,0.0
114,-9.93262004852295,46.217288970947266,-30.982093811035156,0.0
115,-25.897790908813477,9.028511047363281,-7.212525367736816,0.0
116,-18.728727340698242,3.0451440811157227,23.718563079833984,0.0
117,5.486188888549805,20.900196075439453,-14.762968063354492,0.0
